Player Name,Club Name,Position,DoB(age),Nationality,Height,Dominant foot,Contract Expired,Market Value,position,age,birth_date,birth_place,birth_country,nationality,height,weight,rating,team_id,league,season,captain,shots.total,shots.on,goals.total,goals.conceded,goals.assists,passes.total,passes.key,passes.accuracy,tackles.total,tackles.blocks,tackles.interceptions,duels.total,duels.won,dribbles.attempts,dribbles.success,fouls.drawn,fouls.committed,cards.yellow,cards.yellowred,cards.red,penalty.won,penalty.commited,penalty.success,penalty.missed,penalty.saved,games.appearences,games.minutes_played,games.lineups,substitutes.in,substitutes.out,substitutes.bench
ablaye faye,Desportivo Aves,Defensive Midfield,"Apr 10, 1994 (24)",Senegal,"1,85 m",right,-,200Th.,Midfielder,25.0,10/04/1994,Dakar,Senegal,Senegal,185 cm,,6.2,220.0,Primeira Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,75.0,2.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0,1.0,1.0,1.0,4.0
le tong,Desportivo Aves,Central Midfield,"Apr 29, 1993 (25)",China,"1,74 m",right,-,25Th.,Midfielder,26.0,29/04/1993,Jiangsu,China PR,China PR,174 cm,68 kg,6.8,220.0,Primeira Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,71.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,3.0
luis farina,Desportivo Aves,Attacking Midfield,"Apr 20, 1991 (27)",Argentina,"1,77 m",right,30.06.2020,300Th.,Midfielder,29.0,20/04/1991,Buenos Aires,Argentina,Argentina,177 cm,71 kg,6.631817999999999,220.0,Primeira Liga,2018-2019,0.0,28.0,9.0,1.0,0.0,0.0,205.0,10.0,70.0,25.0,1.0,8.0,205.0,98.0,26.0,17.0,33.0,46.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1265.0,15.0,8.0,12.0,12.0
hamdou elhouni,Desportivo Aves,Left Winger,"Feb 12, 1994 (24)",Libya,"1,69 m",right,30.06.2020,550Th.,Attacker,26.0,12/02/1994,Tripoli,Libya,Libya,175 cm,67 kg,6.590909,220.0,Primeira Liga,2018-2019,0.0,8.0,2.0,0.0,0.0,1.0,96.0,6.0,69.0,8.0,0.0,6.0,74.0,36.0,17.0,12.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,496.0,6.0,6.0,6.0,8.0
mama balde,Desportivo Aves,Right Winger,"Nov 6, 1995 (22)",Guinea-Bissau,"1,81 m",right,-,2.50m,Midfielder,25.0,06/11/1995,Bissau,Guinea-Bissau,Guinea-Bissau,181 cm,75 kg,7.0962960000000015,220.0,Primeira Liga,2018-2019,0.0,65.0,25.0,8.0,0.0,1.0,340.0,32.0,63.0,31.0,4.0,37.0,317.0,152.0,49.0,33.0,21.0,40.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,2275.0,26.0,2.0,13.0,4.0
miguel tavares,Desportivo Aves,Right Winger,"Aug 29, 1998 (19)",Portugal,"1,70 m",right,30.06.2021,200Th.,Attacker,22.0,29/08/1998,Lisbon,Portugal,Portugal,179 cm,70 kg,6.514285,220.0,Primeira Liga,2018-2019,0.0,6.0,0.0,0.0,0.0,0.0,35.0,3.0,54.0,5.0,0.0,2.0,33.0,14.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,194.0,1.0,8.0,0.0,10.0
abdoulaye diallo,Desportivo Aves,Centre-Forward,"Jan 15, 1996 (22)",Senegal,"1,84 m",right,-,200Th.,Attacker,24.0,15/01/1996,Dakar,Senegal,Senegal,184 cm,72 kg,6.5,220.0,Primeira Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,3.0,0.0,6.0
ricardo rodrigues,Desportivo Aves,Centre-Forward,"Jun 28, 1995 (23)",Portugal,"1,74 m",right,30.06.2020,200Th.,Attacker,25.0,28/06/1995,Paredes,Portugal,Portugal,173 cm,68 kg,6.671428,220.0,Primeira Liga,2018-2019,0.0,6.0,3.0,0.0,0.0,0.0,31.0,2.0,53.0,2.0,0.0,0.0,35.0,15.0,6.0,2.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,186.0,1.0,7.0,0.0,13.0
andre ferreira,Desportivo Aves,Goalkeeper,"May 29, 1996 (22)",Portugal,"1,93 m",right,-,300Th.,Goalkeeper,24.0,29/05/1996,Vila Nova de Gaia,Portugal,Portugal,193 cm,79 kg,6.45,220.0,Primeira Liga,2018-2019,0.0,0.0,0.0,0.0,19.0,0.0,92.0,0.0,53.0,0.0,0.0,2.0,7.0,5.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,707.0,8.0,0.0,1.0,16.0
jiaqi han,Desportivo Aves,Goalkeeper,"Jul 3, 1999 (18)",China,"1,85 m",right,-,25Th.,Goalkeeper,21.0,03/07/1999,,China PR,China PR,,,,220.0,Primeira Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
marco pinto,Desportivo Aves,Goalkeeper,"Mar 22, 1988 (30)",Portugal,"1,82 m",right,-,-,Goalkeeper,32.0,22/03/1988,Lisboa,Portugal,Portugal,182 cm,78 kg,,220.0,Primeira Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ponck,Desportivo Aves,Centre-Back,"Jan 13, 1995 (23)",Cape Verde,"1,83 m",right,30.06.2022,1.00m,Defender,25.0,13/01/1995,Mindelo,Cape Verde Islands,Cape Verde Islands,183 cm,78 kg,6.848387,220.0,Primeira Liga,2018-2019,0.0,20.0,2.0,2.0,0.0,0.0,702.0,4.0,76.0,29.0,18.0,48.0,191.0,102.0,6.0,4.0,9.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2734.0,31.0,1.0,2.0,3.0
vitor costa,Desportivo Aves,Left-Back,"Jul 1, 1994 (24)",Brazil,"1,82 m",left,-,750Th.,Defender,26.0,01/07/1994,Valente,Brazil,Brazil,182 cm,73 kg,6.7,220.0,Primeira Liga,2018-2019,0.0,13.0,3.0,1.0,0.0,1.0,397.0,8.0,65.0,29.0,3.0,40.0,220.0,128.0,22.0,15.0,34.0,37.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,2088.0,24.0,1.0,3.0,4.0
jose ricardo,Desportivo Aves,Left-Back,"Sep 4, 1998 (19)",Brazil,"1,80 m",left,-,-,Attacker,23.0,15/09/1997,,Cape Verde Islands,Cape Verde Islands,168 cm,69 kg,6.35,220.0,Primeira Liga,2018-2019,0.0,1.0,1.0,0.0,0.0,0.0,21.0,1.0,50.0,0.0,1.0,0.0,21.0,12.0,4.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,151.0,1.0,3.0,0.0,4.0
mato milos,Desportivo Aves,Right-Back,"Jun 30, 1993 (25)",Croatia,"1,75 m",right,30.06.2022,200Th.,Defender,27.0,30/06/1993,Pula,Croatia,Croatia,175 cm,72 kg,6.3,220.0,Primeira Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,43.0,2.0,1.0,1.0,28.0,10.0,5.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,222.0,2.0,4.0,0.0,21.0
issam el adoua,Desportivo Aves,Defensive Midfield,"Dec 9, 1986 (31)",Morocco,"1,90 m",right,-,300Th.,Defender,34.0,12/09/1986,Casablanca,Morocco,Morocco,187 cm,75 kg,6.730769,220.0,Primeira Liga,2018-2019,0.0,8.0,2.0,0.0,0.0,0.0,343.0,4.0,73.0,14.0,5.0,26.0,103.0,56.0,3.0,1.0,8.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1141.0,13.0,0.0,2.0,0.0
ruben oliveira,Desportivo Aves,Attacking Midfield,"Dec 14, 1994 (23)",Portugal,"1,70 m",right,30.06.2020,300Th.,Midfielder,26.0,14/12/1994,Oliveira de Azemeis,Portugal,Portugal,170 cm,70 kg,6.5,220.0,Primeira Liga,2018-2019,0.0,4.0,3.0,1.0,0.0,0.0,184.0,6.0,56.0,14.0,1.0,8.0,124.0,46.0,7.0,5.0,16.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,820.0,9.0,11.0,6.0,13.0
erik,Desportivo Aves,Attacking Midfield,"Feb 2, 1995 (23)",Brazil,"1,71 m",right,30.06.2022,200Th.,Attacker,25.0,02/02/1995,Tres Rios,Brazil,Brazil,171 cm,64 kg,6.4,220.0,Primeira Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,87.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,2.0,0.0,3.0
amilton,Desportivo Aves,Right Winger,"Aug 12, 1989 (28)",Brazil,"1,72 m",right,30.06.2020,900Th.,Attacker,31.0,12/08/1989,Pernambuco,Brazil,Brazil,172 cm,68 kg,6.8333330000000005,220.0,Primeira Liga,2018-2019,0.0,20.0,7.0,2.0,0.0,1.0,198.0,18.0,68.0,10.0,2.0,11.0,168.0,67.0,23.0,8.0,20.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1163.0,13.0,2.0,4.0,2.0
bruno lourenco,Desportivo Aves,Second Striker,"Feb 2, 1998 (20)",Portugal,"1,79 m",left,-,-,Midfielder,22.0,02/02/1998,Lisboa,Portugal,Portugal,179 cm,67 kg,6.8,220.0,Primeira Liga,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,69.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,1.0,0.0,1.0
caique lemes,Desportivo Aves,Centre-Forward,"Jul 12, 1993 (24)",Brazil,"1,85 m",right,-,200Th.,Attacker,27.0,12/07/1993,Varginha,Brazil,Brazil,185 cm,75 kg,6.7,220.0,Primeira Liga,2018-2019,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,63.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,1.0,0.0,3.0
michel douglas,Desportivo Aves,Centre-Forward,"Jan 16, 1992 (26)",Brazil,"1,86 m",right,-,100Th.,Attacker,28.0,16/01/1992,Santa Luzia,Brazil,Brazil,186 cm,78 kg,6.6,220.0,Primeira Liga,2018-2019,0.0,4.0,2.0,0.0,0.0,0.0,11.0,1.0,35.0,2.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,66.0,0.0,5.0,0.0,6.0
thomas didillon,RSC Anderlecht,Goalkeeper,"Nov 28, 1995 (22)",France,"1,93 m",left,30.06.2022,5.00m,Goalkeeper,25.0,28/11/1995,Seclin,France,France,193 cm,84 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3600.0,40.0,0.0,0.0,0.0
frank boeckx,RSC Anderlecht,Goalkeeper,"Sep 27, 1986 (31)",Belgium,"1,83 m",right,30.06.2020,500Th.,Goalkeeper,34.0,27/09/1986,Lier,Belgium,Belgium,183 cm,76 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
ilias moutha-sebtaoui,RSC Anderlecht,Goalkeeper,"Apr 1, 1999 (19)",Belgium,"1,88 m",right,-,100Th.,Goalkeeper,21.0,01/04/1999,,Belgium,Belgium,,,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
antonio milic,RSC Anderlecht,Centre-Back,"Mar 10, 1994 (24)",Croatia,"1,90 m",left,30.06.2022,2.00m,Defender,26.0,10/03/1994,Split,Croatia,Croatia,190 cm,81 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1504.0,16.0,5.0,3.0,12.0
abdoul karim dante,RSC Anderlecht,Centre-Back,"Oct 29, 1998 (19)",Mali,"1,82 m",-,30.06.2021,300Th.,Defender,22.0,29/10/1998,,Mali,Mali,182 cm,75 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,1.0,0.0,2.0
elias cobbaut,RSC Anderlecht,Left-Back,"Nov 24, 1997 (20)",Belgium,"1,88 m",left,30.06.2023,2.80m,Defender,23.0,24/11/1997,,Belgium,Belgium,188 cm,78 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,902.0,10.0,2.0,3.0,4.0
andy najar,RSC Anderlecht,Right-Back,"Mar 16, 1993 (25)",Honduras,"1,71 m",right,30.06.2020,2.50m,Defender,27.0,16/03/1993,Choluteca,Honduras,Honduras,170 cm,68 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1808.0,21.0,4.0,4.0,6.0
emmanuel sowah adjei,RSC Anderlecht,Right-Back,"Jan 16, 1998 (20)",Ghana,"1,82 m",right,30.06.2020,300Th.,Defender,22.0,16/01/1998,,Ghana,Ghana,182 cm,76 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sven kums,RSC Anderlecht,Defensive Midfield,"Feb 26, 1988 (30)",Belgium,"1,76 m",right,30.06.2022,3.50m,Midfielder,32.0,26/02/1988,Asse,Belgium,Belgium,176 cm,63 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2632.0,30.0,1.0,4.0,3.0
edo kayembe,RSC Anderlecht,Defensive Midfield,"Jun 3, 1998 (20)",DR Congo,"1,83 m",left,30.06.2021,800Th.,Midfielder,22.0,03/06/1998,,Congo DR,Congo DR,183 cm,77 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,608.0,6.0,6.0,0.0,16.0
adrien trebel,RSC Anderlecht,Central Midfield,"Mar 3, 1991 (27)",France,"1,74 m",left,30.06.2023,7.00m,Midfielder,29.0,03/03/1991,Dreux,France,France,174 cm,72 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1961.0,23.0,2.0,7.0,2.0
pieter gerkens,RSC Anderlecht,Central Midfield,"Feb 17, 1995 (23)",Belgium,"1,80 m",right,30.06.2021,3.00m,Midfielder,25.0,17/02/1995,Bilzen,Belgium,Belgium,180 cm,72 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1979.0,22.0,10.0,10.0,14.0
alexis saelemaekers,RSC Anderlecht,Right Midfield,"Jun 27, 1999 (19)",Belgium,"1,80 m",right,30.06.2022,3.50m,Defender,21.0,27/06/1999,,Belgium,Belgium,180 cm,72 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1979.0,22.0,8.0,9.0,13.0
kenny saief,RSC Anderlecht,Left Midfield,"Dec 17, 1993 (24)",United States,"1,76 m",left,30.06.2021,2.00m,Midfielder,27.0,17/12/1993,,USA,USA,176 cm,72 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,307.0,2.0,10.0,1.0,11.0
ryota morioka,RSC Anderlecht,Attacking Midfield,"Apr 12, 1991 (27)",Japan,"1,80 m",right,30.06.2021,2.20m,Midfielder,29.0,12/04/1991,Hyogo,Japan,Japan,180 cm,70 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,370.0,4.0,2.0,3.0,3.0
francis amuzu,RSC Anderlecht,Left Winger,"Aug 23, 1999 (18)",Belgium,"1,70 m",right,30.06.2022,3.00m,Midfielder,21.0,23/08/1999,Accra,Ghana,Belgium,170 cm,65 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1663.0,19.0,11.0,12.0,16.0
knowledge musona,RSC Anderlecht,Left Winger,"Jun 21, 1990 (28)",Zimbabwe,"1,77 m",both,30.06.2022,1.40m,Attacker,30.0,21/06/1990,Norton,Zimbabwe,Zimbabwe,177 cm,68 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,299.0,3.0,5.0,2.0,11.0
jeremy doku,RSC Anderlecht,Right Winger,"May 27, 2002 (16)",Belgium,"1,71 m",right,-,2.00m,Attacker,18.0,27/05/2002,,Belgium,Belgium,171 cm,,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,105.0,0.0,6.0,0.0,11.0
ivan santini,RSC Anderlecht,Centre-Forward,"May 21, 1989 (29)",Croatia,"1,90 m",right,30.06.2021,3.50m,Attacker,31.0,21/05/1989,Zadar,Croatia,Croatia,190 cm,90 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2508.0,27.0,7.0,6.0,10.0
boy de jong,RSC Anderlecht,Goalkeeper,"Apr 10, 1994 (24)",Netherlands,"1,82 m",right,-,100Th.,Goalkeeper,26.0,10/04/1994,Voorburg,Netherlands,Netherlands,182 cm,76 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sebastiaan bornauw,RSC Anderlecht,Centre-Back,"Mar 22, 1999 (19)",Belgium,"1,91 m",right,30.06.2021,4.00m,Defender,21.0,22/03/1999,Wemmel,Belgium,Belgium,190 cm,82 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1879.0,22.0,1.0,2.0,4.0
bubacarr sanneh,RSC Anderlecht,Centre-Back,"Nov 14, 1994 (23)",The Gambia,"1,83 m",right,30.06.2023,3.50m,Defender,26.0,14/11/1994,Serrekunda,Gambia,Gambia,183 cm,75 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,756.0,8.0,4.0,0.0,24.0
james lawrence,RSC Anderlecht,Centre-Back,"Aug 22, 1992 (25)",Wales,"1,88 m",left,30.06.2021,1.50m,Defender,28.0,22/08/1992,Henley-on-Thames,England,Wales,188 cm,81 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1884.0,22.0,1.0,4.0,6.0
ognjen vranjes,RSC Anderlecht,Centre-Back,"Oct 24, 1989 (28)",Bosnia-Herzegovina,"1,83 m",right,30.06.2022,1.20m,Defender,31.0,24/10/1989,Banja Luka,Bosnia and Herzegovina,Bosnia and Herzegovina,182 cm,76 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,873.0,10.0,0.0,1.0,1.0
hannes delcroix,RSC Anderlecht,Centre-Back,"Feb 28, 1999 (19)",Belgium,"1,85 m",left,30.06.2020,250Th.,Defender,21.0,02/02/1999,Grande Hatte,Haiti,Belgium,185 cm,78 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,1.0,0.0,6.0
ivan obradovic,RSC Anderlecht,Left-Back,"Jul 25, 1988 (29)",Serbia,"1,81 m",left,-,800Th.,Defender,32.0,25/07/1988,,Serbia,Serbia,181 cm,74 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,774.0,9.0,1.0,3.0,2.0
dennis appiah,RSC Anderlecht,Right-Back,"Jun 9, 1992 (26)",France,"1,79 m",right,30.06.2021,1.50m,Defender,28.0,09/06/1992,Toulouse,France,France,179 cm,68 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1371.0,15.0,4.0,2.0,16.0
yevgen makarenko,RSC Anderlecht,Defensive Midfield,"May 21, 1991 (27)",Ukraine,"1,86 m",left,30.06.2022,1.50m,Midfielder,29.0,21/05/1991,,Ukraine,Ukraine,182 cm,71 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1234.0,13.0,2.0,0.0,4.0
peter zulj,RSC Anderlecht,Central Midfield,"Jun 9, 1993 (25)",Austria,"1,85 m",left,30.06.2022,3.50m,Midfielder,27.0,09/06/1993,Wels,Austria,Austria,186 cm,80 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,666.0,8.0,2.0,5.0,9.0
albert sambi lokonga,RSC Anderlecht,Central Midfield,"Oct 22, 1999 (18)",Belgium,"1,83 m",right,30.06.2023,2.00m,Midfielder,21.0,22/10/1999,,Belgium,Belgium,173 cm,67 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,446.0,5.0,1.0,2.0,4.0
yari verschaeren,RSC Anderlecht,Attacking Midfield,"Jul 12, 2001 (16)",Belgium,"1,72 m",right,30.06.2022,15.00m,Midfielder,19.0,12/07/2001,Sint-Niklaas,Belgium,Belgium,172 cm,,,554.0,First Division A,2018-2019,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1677.0,19.0,2.0,8.0,2.0
yannick bolasie,RSC Anderlecht,Left Winger,"May 24, 1989 (29)",DR Congo,"1,85 m",right,-,11.00m,Attacker,31.0,24/05/1989,Lyon,France,Congo DR,188 cm,84 kg,,554.0,First Division A,2018-2019,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1419.0,16.0,1.0,4.0,1.0
